filename,dc.contributor.author,dc.contributor.translator,dc.date.issued,dc.description[en],dc.identifier.citation[en],dc.identifier.DOI,dc.identifier.issn,dc.language.iso[en],dc.publisher[en],dc.title[en],dc.type[en],prism.issueIdentifier[en],prism.publicationName[en],prism.volume[en]
Tanty_Joan_at_the_Airport.pdf,"Patricia, N'Maya",,2002,,"N'Maya Patricia, ""Tanty Joan at the Airport,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/007w-pzxn",https://doi.org/10.33682/007w-pzxn,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Tanty Joan at the Airport,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
So_Much_Like_My_Father.pdf,"Suarez, Virgil",,2002,,"Virgil Suarez, ""So Much Like My Father,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/21ga-vyf4",https://doi.org/10.33682/21ga-vyf4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,So Much Like My Father,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Lo_que_se_va_en_la_noche.pdf,"Suarez, Virgil",,2002,,"Virgil Suarez, ""Lo que se va en la noche,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/u45p-zswf",https://doi.org/10.33682/u45p-zswf,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Lo que se va en la noche,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Haircut.pdf,"Suarez, Virgil",,2002,,"Virgil Suarez, ""Haircut,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/5a3y-v4b3",https://doi.org/10.33682/5a3y-v4b3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Haircut,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Las_Ausencias.pdf,"Suarez, Virgil",,2002,,"Virgil Suarez, ""Las Ausencias,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/4mp4-4fdh",https://doi.org/10.33682/4mp4-4fdh,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Las Ausencias,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
tengo_una_pena_en_el_alma.pdf,"Quezada, Janet Arelis",,2002,,"Janet Arelis Quezada, ""tengo una pena en el alma,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/fh7j-tjw4",https://doi.org/10.33682/fh7j-tjw4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,tengo una pena en el alma,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
A_View.pdf,"Tate, Enith",,2002,,"Enith Tate, ""A View,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/enpj-y8uu",https://doi.org/10.33682/enpj-y8uu,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A View,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Keeping_Dreams.pdf,"Tate, Enith",,2002,,"Enith Tate, ""Keeping Dreams,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/fwzg-s8b2",https://doi.org/10.33682/fwzg-s8b2,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Keeping Dreams,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Polished.pdf,"Nurse, Louisa",,2002,,"Louisa Nurse, ""Polished,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/yzg8-6pws",https://doi.org/10.33682/yzg8-6pws,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Polished,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Colonizer.pdf,"Walcott, Jennifer",,2002,,"Jennifer Walcott, ""Colonizer,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/e8nn-qsa3",https://doi.org/10.33682/e8nn-qsa3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Colonizer,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
a_study_in_students.pdf,"Ince, Claire",,2002,,"Claire Ince, ""a study in students,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/sjp5-yyen",https://doi.org/10.33682/sjp5-yyen,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,a study in students,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Dear_Claude.pdf,"Harris, Maggie",,2002,,"Maggie Harris, ""Dear Claude,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/6dud-z6jm",https://doi.org/10.33682/6dud-z6jm,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Dear Claude,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Harvest.pdf,"Harris, Maggie",,2002,,"Maggie Harris, ""Harvest,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/rm5p-hy10",https://doi.org/10.33682/rm5p-hy10,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Harvest,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
the_leaving.pdf,"Lasana, Quraysh Ali",,2002,,"Quraysh Ali Lasana, ""the leaving,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/z679-skxu",https://doi.org/10.33682/z679-skxu,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,the leaving,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
truth.pdf,"Lasana, Quraysh Ali",,2002,,"Quraysh Ali Lasana, ""truth,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/uwsk-ppf0",https://doi.org/10.33682/uwsk-ppf0,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,truth,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
paregoric.pdf,"Lasana, Quraysh Ali",,2002,,"Quraysh Ali Lasana, ""paregoric,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/qnz1-p667",https://doi.org/10.33682/qnz1-p667,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,paregoric,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
heaven.pdf,"Lasana, Quraysh Ali",,2002,,"Quraysh Ali Lasana, ""heaven,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/na3w-1ygc",https://doi.org/10.33682/na3w-1ygc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,heaven,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Marooning.pdf,"Sylvain, Patrick",,2002,,"Patrick Sylvain, ""Marooning,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/fysx-qhb0",https://doi.org/10.33682/fysx-qhb0,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Marooning,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
A_Palace_of_Mourners.pdf,"Sylvain, Patrick",,2002,,"Patrick Sylvain, ""A Palace Of Mourners,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/fwkg-gh7n",https://doi.org/10.33682/fwkg-gh7n,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,A Palace Of Mourners,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Rhythms_Memories_Whips.pdf,"Sylvain, Patrick",,2002,,"Patrick Sylvain, ""Rhythms, Memories & Whips,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/kdk2-81p4",https://doi.org/10.33682/kdk2-81p4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Rhythms, Memories & Whips",Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Prison_Bread.pdf,"Williams, Enith Martin",,2002,,"Enith Martin Williams, ""Prison Bread,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/db7p-8sc3",https://doi.org/10.33682/db7p-8sc3,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Prison Bread,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
The_Southernmost_Point.pdf,"Vazquez, Lourdes",,2002,,"Lourdes Vazquez, ""The Southernmost Point,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/gngj-tds4",https://doi.org/10.33682/gngj-tds4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Southernmost Point,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Brown_Girl_In_The_Ring.pdf,"Bishop, Jacqueline",,2002,,"Jacqueline Bishop, ""Brown Girl In The Ring,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/u27a-wa2d",https://doi.org/10.33682/u27a-wa2d,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Brown Girl In The Ring,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Calypso_Man's_Blues.pdf,"Edwards, Gus",,2002,,"Gus Edwards, ""Calypso Man's Blues,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/hx04-eqq6",https://doi.org/10.33682/hx04-eqq6,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Calypso Man's Blues,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
This_Place.pdf,"Carmicheal, James",,2002,,"James Carmicheal, ""This Place,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/p2gx-f1qy",https://doi.org/10.33682/p2gx-f1qy,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,This Place,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Fight_On_The_Playground.pdf,"Hainsley, Billison O.",,2002,,"Billison O. Hainsley, ""Fight On The Playground,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/baum-g5jz",https://doi.org/10.33682/baum-g5jz,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Fight On The Playground,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
The_Meeting_Place_of_Creole.pdf,"Saunders, Patricia J.",,2002,,"Patricia J. Saunders, ""The Meeting Place of Creole Culture: A Conversation With Earl Lovelace,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/3myy-5x4m",https://doi.org/10.33682/3myy-5x4m,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Meeting Place of Creole Culture: A Conversation With Earl Lovelace,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Cruising.pdf,"Power, Kevin Clark",,2002,,"Kevin Clark Power, ""Cruising: Contemporary Art of the Anglophone Carribean,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/spvk-d8gy",https://doi.org/10.33682/spvk-d8gy,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Cruising: Contemporary Art of the Anglophone Carribean,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Death_and_Apathy.pdf,"Sylvain, Patrick",,2002,,"Patrick Sylvain, ""Death & Apathy at the Crossroads,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/jwn8-729v",https://doi.org/10.33682/jwn8-729v,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Death & Apathy at the Crossroads,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Writing_the_Self.pdf,"McCallum, Shara",,2002,,"Shara McCallum, ""Writing the Self, the Self that Writes,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/ewbc-16zb",https://doi.org/10.33682/ewbc-16zb,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,"Writing the Self, the Self that Writes",Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Tur_hende_a_papia_un_ko.pdf,"Allen, Rose Mary",,2002,,"Rose Mary Allen, ""Tur hende a papia un ko - African Curacoan Women,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/41xr-0qcy",https://doi.org/10.33682/41xr-0qcy,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Tur hende a papia un ko - African Curacoan Women,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Words_Give_Love_Too.pdf,"Calderaro, Michela A.",,2002,,"Michela A. Calderaro, ""Words Give Love Too: A Review,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/day1-n31t",https://doi.org/10.33682/day1-n31t,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Words Give Love Too: A Review,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Micheal_Richards.pdf,"Kim, Christine Y.||Sirmans, Franklin",,2002,,"Christine Y. Kim, Franklin Sirmans, ""Micheal Richards,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/r2dc-5pv4",https://doi.org/10.33682/r2dc-5pv4,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Micheal Richards,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Yard_Fowl.pdf,"Senior, Olive",,2002,,"Olive Senior, ""Yard Fowl,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/qrqa-dyvu",https://doi.org/10.33682/qrqa-dyvu,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Yard Fowl,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
The_Secret_Of_Flying.pdf,"Senior, Olive",,2002,,"Olive Senior, ""The Secret Of Flying Close To The Sun,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/pmuv-62eq",https://doi.org/10.33682/pmuv-62eq,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Secret Of Flying Close To The Sun,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
The_Secret_Of_Crusoe's_Parrot.pdf,"Senior, Olive",,2002,,"Olive Senior, ""The Secret Of Crusoe's Parrot,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/c43h-21k0",https://doi.org/10.33682/c43h-21k0,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,The Secret Of Crusoe's Parrot,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Riddle_No1.pdf,"Senior, Olive",,2002,,"Olive Senior, ""Riddle No. 1,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/5p19-w13n",https://doi.org/10.33682/5p19-w13n,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Riddle No. 1,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Riddle_No2.pdf,"Senior, Olive",,2002,,"Olive Senior, ""Riddle No. 2,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/x4n3-a6tc",https://doi.org/10.33682/x4n3-a6tc,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Riddle No. 2,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Maria_Antonia.pdf,"Hernandez Espinoza, Eugenia",,2002,,"Eugenia Hernandez Espinoza, ""María Antonio,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/05n3-f6k0",https://doi.org/10.33682/05n3-f6k0,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,María Antonio,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
Maria_Antonia-Christopher_Winks.pdf,"Winks, Christopher",,2002,,"Christopher Winks, ""Introduction to María Antonio,"" Calabash: a Journal of Caribbean Arts and Letters 2, no. 1 (Fall 2002), https://doi.org/10.33682/a57e-knkw",https://doi.org/10.33682/a57e-knkw,1531-6661,en,New York University. Graduate Program in Spanish & Portuguese Languages & Literatures,Introduction to María Antonio,Article,1,Calabash: a Journal of Caribbean Arts and Letters,2
